latitude,longitude,zpid,City,streetaddress,zipcode,hometype,bathrooms,bedrooms,livingarea,yearbuilt,lotsize,listingstatus,pricevalue,pricepersquirefoot,zestimate,rentzestimate
37.32912,-121.92235,19581938,San Jose,1555 Calaveras Ave,95126,singleFamily,3.0,4.0,2378.0,1935.0,7850.0,forSale,2488000,1046.0,2425500.0,6363.0
37.268013,-121.86111,19703008,San Jose,4430 Heppner Ln,95136,singleFamily,4.0,5.0,2195.0,1970.0,8307.0,forSale,1698000,774.0,,
37.311832,-121.98404,19648782,San Jose,4628 Strawberry Park Dr,95129,singleFamily,2.0,3.0,1587.0,1955.0,6000.0,forSale,2398000,1511.0,,5122.0
37.293484,-121.97555,153286243,San Jose,4150 Hamilton Ave,95130,multiFamily,6.0,9.0,3941.0,1969.0,7865.0,forSale,1900000,482.0,,4035.0
37.29958,-121.83807,19738912,San Jose,645 Dadis Way,95111,singleFamily,3.0,3.0,1328.0,1999.0,2625.0,forSale,939000,707.0,,
37.281487,-121.91272,19691582,San Jose,2322 Meridian Ave,95124,multiFamily,4.0,4.0,2486.0,1965.0,8700.0,forSale,1995000,802.0,,
37.320026,-121.76145,61323428,San Jose,3858 Evangelho Cir,95148,singleFamily,3.0,4.0,2241.0,2003.0,2468.0,forSale,1849888,825.0,1835800.0,4696.0
37.2276,-121.88289,458417224,San Jose,6146 Mancuso St,95120,singleFamily,4.0,5.0,3170.0,2025.0,8046.0,forSale,3280000,1035.0,,
37.30496,-121.91671,19591712,San Jose,1311 Arbor Park Dr,95126,condo,2.0,3.0,1310.0,1977.0,1637.0,forSale,1199000,915.0,1177300.0,3942.0
37.37801,-121.850586,89475103,San Jose,714 N Capitol Ave,95133,townhome,3.0,3.0,1809.0,2009.0,1036.728,forSale,999999,553.0,987800.0,3754.0
37.28727,-121.84421,19739244,San Jose,413 Kenbrook Cir,95111,condo,2.0,2.0,1012.0,1987.0,,forSale,550000,543.0,543900.0,3075.0
37.270054,-121.811935,19816709,San Jose,350 Otono Ct,95111,singleFamily,2.0,3.0,1688.0,1979.0,2830.0,forSale,1048000,621.0,1030400.0,4246.0
37.249367,-121.91658,19675667,San Jose,4822 Pepperwood Way,95124,singleFamily,2.0,4.0,1502.0,1960.0,8856.0,forSale,1895000,1262.0,1878200.0,4817.0
37.22587,-121.775894,19842000,San Jose,7066 Cypress Point Ct,95139,townhome,3.0,3.0,1656.0,1971.0,2146.0,forSale,888888,537.0,878600.0,3796.0
37.227524,-121.802505,19838076,San Jose,366 Curie Dr,95119,singleFamily,3.0,5.0,2390.0,1976.0,8500.0,forSale,1689000,707.0,1676700.0,5374.0
37.26043,-121.80664,153509432,San Jose,110 Roundtable Dr #19,95111,multiFamily,5.0,6.0,3258.0,1964.0,3800.0,forSale,1490000,457.0,1441700.0,3603.0
37.31325,-121.98145,19648854,San Jose,778 Rockwood Dr,95129,singleFamily,3.0,4.0,1725.0,1955.0,6363.0,forSale,2888000,1674.0,,5013.0
37.312405,-121.92742,19590185,San Jose,793 Sherman Oaks Dr,95128,singleFamily,3.0,4.0,1552.0,1952.0,5500.0,forSale,1888888,1217.0,1859000.0,4365.0
37.26709,-121.930626,19671814,San Jose,1980 Foxworthy Ave,95124,singleFamily,3.0,4.0,1560.0,1957.0,5828.0,forSale,1888000,1210.0,1870900.0,4965.0
37.416245,-121.86842,19485555,San Jose,2152 Ashwood Ln,95132,singleFamily,3.0,5.0,1772.0,1964.0,6099.0,forSale,1798800,1015.0,1771600.0,4662.0
37.308567,-121.97018,19606452,San Jose,3871 Panda Ct,95117,condo,2.0,2.0,1255.0,1986.0,,forSale,775000,618.0,768500.0,3182.0
37.3461,-121.85424,19721642,San Jose,1560 Firestone Loop,95116,singleFamily,3.0,4.0,1786.0,1999.0,2700.0,forSale,1170000,655.0,1170700.0,4125.0
37.231525,-121.75981,19810857,San Jose,7376 Prindiville Dr,95138,singleFamily,3.0,4.0,1827.0,1992.0,4944.0,forSale,1375888,753.0,1370600.0,4917.0
37.277138,-121.88245,19696592,San Jose,1202 Foxworthy Ave,95118,singleFamily,2.0,4.0,1449.0,1956.0,6000.0,forSale,1649000,1138.0,1628800.0,4504.0
37.321095,-121.98635,19603272,San Jose,4650 Corrida Cir,95129,singleFamily,2.0,2.0,1350.0,1981.0,3850.0,forSale,1628000,1206.0,,3682.0
37.319935,-121.942924,19586298,San Jose,2791 Scott St,95128,singleFamily,5.0,5.0,2485.0,1951.0,8424.0,forSale,2699800,1086.0,2649200.0,7073.0
37.308372,-121.963066,19606215,San Jose,1010 Polk Ln,95117,townhome,3.0,4.0,1688.0,1972.0,,forSale,1499000,888.0,1482900.0,5136.0
37.310913,-121.94835,19586928,San Jose,3028 Neal Ave,95128,singleFamily,3.0,5.0,2508.0,1979.0,0.2940082644628099,forSale,2575000,1027.0,2513200.0,3538.0
37.37449,-121.77228,19784740,San Jose,14115 Mount Hamilton Rd,95140,singleFamily,4.0,4.0,3168.0,1987.0,0.9530532598714417,forSale,2099995,663.0,2055700.0,5793.0
37.368565,-121.86505,295015234,San Jose,1967 Nevets Ln,95133,townhome,3.0,3.0,1616.0,2018.0,810.0,forSale,998000,618.0,995500.0,4060.0
37.322186,-121.991646,19602408,San Jose,5083 Miramar Ave,95129,singleFamily,3.0,4.0,1249.0,1956.0,5600.0,forSale,2259000,1809.0,2292700.0,5159.0
37.35802,-121.89161,19567074,San Jose,855 N 12th St,95112,singleFamily,2.0,5.0,1600.0,1950.0,10454.0,forSale,1299000,812.0,1273600.0,4650.0
37.33756,-121.93637,19581658,San Jose,1915 Heatherdale Ave,95126,singleFamily,1.0,3.0,1092.0,1946.0,5459.0,forSale,1499000,1373.0,1590200.0,3961.0
37.25464,-121.88754,19758587,San Jose,1363 Santa Fe Dr,95118,singleFamily,2.0,3.0,1440.0,1963.0,6527.0,forSale,1659000,1152.0,1647200.0,4470.0
37.256645,-121.9235,19674529,San Jose,14600 Wyrick Ave,95124,singleFamily,2.0,3.0,1518.0,1952.0,0.26356749311294764,forSale,2589000,1706.0,2614700.0,4797.0
37.307796,-121.959145,19604767,San Jose,3474 Walton Way,95117,singleFamily,3.0,3.0,1928.0,1958.0,7840.8,forSale,2650000,1374.0,2587400.0,5351.0
37.24021,-121.85529,19831149,San Jose,5973 Tandera Ave,95123,singleFamily,4.0,5.0,2948.0,2026.0,10220.0,forSale,2498000,847.0,,6550.0
37.27781,-121.83081,153507852,San Jose,150 Senter Rd,95111,land,,,,,8280.0,forSale,288888,,,4331.0
37.36683,-121.81628,19782500,San Jose,345 Cureton Pl,95127,singleFamily,2.0,5.0,1800.0,1935.0,4895.0,forSale,990000,550.0,977000.0,4021.0
37.205986,-121.84869,19767515,San Jose,1168 Valley Quail Cir,95120,singleFamily,3.0,4.0,3295.0,1985.0,8250.0,forSale,2888888,877.0,2809100.0,6803.0
37.32703,-121.89972,2091090133,San Jose,499 Park Ave,95110,singleFamily,1.0,2.0,1000.0,1968.0,2200.0,forSale,999888,1000.0,971200.0,2728.0
37.293957,-121.747604,19799502,San Jose,7112 Via Portada,95135,singleFamily,2.0,3.0,1954.0,1981.0,6000.0,forSale,1475000,755.0,1453700.0,4599.0
37.342167,-121.8638,153395724,San Jose,555 McLaughlin Ave Space 49,95116,manufactured,2.0,2.0,720.0,2025.0,,forSale,225000,313.0,,3242.0
37.232506,-121.789604,19838985,San Jose,6575 Kaneko Dr,95119,singleFamily,2.0,4.0,1408.0,1970.0,6939.0,forSale,1598000,1135.0,1581200.0,4448.0
37.274025,-121.84006,19705944,San Jose,4047 Truckee Ct,95136,townhome,2.0,3.0,1272.0,1973.0,,forSale,799900,629.0,800600.0,3803.0
37.41513,-121.8671,19485545,San Jose,2074 Ashwood Ln,95132,singleFamily,3.0,4.0,1772.0,1964.0,6099.0,forSale,1878800,1060.0,1878400.0,4662.0
37.37673,-121.817696,19784249,San Jose,3992 Altadena Ln,95127,singleFamily,3.0,3.0,2651.0,1968.0,0.4893250688705234,forSale,1595000,602.0,1590300.0,5647.0
37.32011,-121.91696,19586412,San Jose,482 S Willard Ave,95126,condo,3.0,2.0,997.0,1982.0,539.0,forSale,629000,631.0,623000.0,3093.0
37.28625,-121.84265,19739189,San Jose,301 Kenbrook Cir,95111,condo,2.0,2.0,1012.0,1987.0,871.2,forSale,575000,568.0,,3075.0
37.276745,-121.89359,19687767,San Jose,2660 Cardinal Ln,95125,singleFamily,5.0,5.0,3839.0,2026.0,9411.0,forSale,4395000,1145.0,,
37.285397,-121.74192,19800498,San Jose,8816 Wine Valley Cir,95135,singleFamily,3.0,2.0,2256.0,1996.0,7370.0,forSale,1598000,708.0,1577700.0,4145.0
37.23609,-121.76717,19811023,San Jose,6957 Rodling Dr Unit F,95138,townhome,3.0,3.0,1377.0,1992.0,,forSale,899999,654.0,896200.0,3948.0
37.344875,-121.89519,331367874,San Jose,476 N 2nd St,95112,multiFamily,3.0,3.0,2066.0,1899.0,7840.0,forSale,990000,479.0,,2765.0
37.356407,-121.830444,19723338,San Jose,520 S Capitol Ave,95127,singleFamily,2.0,4.0,1552.0,1951.0,5000.0,forSale,950000,612.0,934300.0,2752.0
37.386944,-121.89769,252455214,San Jose,1013 Onofrio Ln Unit 2,95131,condo,2.0,2.0,1171.0,2017.0,567.0,forSale,898000,767.0,892000.0,3702.0
37.33252,-121.877266,19711857,San Jose,371 E William St,95112,singleFamily,2.0,3.0,956.0,1910.0,3836.0,forSale,800000,837.0,790900.0,3884.0
37.284286,-121.849396,304765538,San Jose,2986 Valley Of Hearts Delight Pl,95136,singleFamily,4.0,4.0,2588.0,2019.0,2544.0,forSale,1899888,734.0,1867200.0,5738.0
37.376884,-121.82458,460404989,San Jose,"Plan A Plan, The Kirk",95127,singleFamily,3.0,4.0,1909.0,2026.0,,forSale,1180000,618.0,1169100.0,4464.0
37.288273,-121.919655,64902608,San Jose,1870 Patio Dr,95125,singleFamily,4.0,4.0,3265.0,2003.0,9875.0,forSale,3999000,1225.0,3916000.0,7265.0
37.309338,-121.79927,19804897,San Jose,2114 Bennighof Ct,95121,singleFamily,3.0,4.0,1677.0,1979.0,3444.0,forSale,1488888,888.0,1470400.0,4578.0
37.33135,-121.93841,19583606,San Jose,2141 Bel Air Ave,95128,singleFamily,1.0,3.0,1304.0,1950.0,6786.0,forSale,1522141,1167.0,1509700.0,4779.0
37.320095,-121.90205,19577610,San Jose,504 Hannah St,95126,singleFamily,2.0,2.0,993.0,1930.0,3200.0,forSale,999000,1006.0,975900.0,3851.0
37.259937,-121.80027,2077244767,San Jose,5450 Monterey Rd #15,95111,manufactured,2.0,3.0,1469.0,1995.0,,forSale,379000,258.0,372600.0,3570.0
37.397594,-121.85953,19771723,San Jose,2848 Donizetti Ct,95132,singleFamily,2.0,3.0,1502.0,1970.0,6000.0,forSale,1899888,1265.0,1872900.0,4389.0
37.32165,-121.87568,69303426,San Jose,1060 S 3rd St APT 129,95112,condo,2.0,2.0,1000.0,2005.0,,forSale,585000,585.0,585200.0,2925.0
37.297318,-121.84647,460584702,San Jose,270 Umbarger Rd Space 81,95111,manufactured,2.0,3.0,1324.0,2024.0,,forSale,499900,378.0,,
37.224403,-121.78841,19839329,San Jose,316 Beechvale Ct,95119,singleFamily,2.0,4.0,1308.0,1972.0,6614.0,forSale,1325000,1013.0,1314000.0,4474.0
37.39653,-121.90535,347489556,San Jose,2151 Oakland Rd Space 308,95131,manufactured,2.0,3.0,1550.0,2023.0,,forSale,309900,200.0,308000.0,4018.0
37.259518,-121.86679,19701555,San Jose,5103 Fell Ave,95136,singleFamily,2.0,3.0,1512.0,1970.0,7320.0,forSale,1500000,992.0,1483200.0,4093.0
37.310127,-121.96266,19608151,San Jose,416 Ardis Ave,95117,singleFamily,6.0,6.0,5211.0,2026.0,9424.0,forSale,4498000,863.0,4387300.0,7607.0
37.29171,-121.88968,19685429,San Jose,1109 Lincoln Ct,95125,singleFamily,2.0,2.0,1118.0,1928.0,4356.0,forSale,1474000,1318.0,1463000.0,3606.0
37.25303,-121.82518,19826467,San Jose,266 Tradewinds Ct APT 1,95123,condo,1.0,2.0,810.0,1970.0,,forSale,449000,554.0,445600.0,2733.0
37.35301,-121.88716,19568312,San Jose,614 N 12th St,95112,singleFamily,2.0,3.0,1312.0,1946.0,5625.0,forSale,1395000,1063.0,1360100.0,3670.0
37.31193,-121.88804,19683719,San Jose,543 Minnesota Ave,95125,singleFamily,5.0,6.0,2535.0,2026.0,6600.0,forSale,2598000,1025.0,2553100.0,6371.0
37.305374,-121.77448,59683860,San Jose,3024 Oliver Dr,95135,singleFamily,5.0,5.0,3705.0,2002.0,8000.0,forSale,3450000,931.0,,
37.251755,-121.93877,82954189,San Jose,2244 Hendy Ln,95124,singleFamily,3.0,3.0,1782.0,2009.0,2046.0,forSale,1700000,954.0,1682700.0,5127.0
37.391155,-121.88971,82953686,San Jose,1437 Marcello Dr,95131,townhome,3.0,2.0,1519.0,2007.0,1226.0,forSale,898000,591.0,891200.0,3645.0
37.246487,-121.76354,19811169,San Jose,6751 Positano Ln,95138,singleFamily,3.0,4.0,2360.0,1997.0,3750.0,forSale,1750000,742.0,1728700.0,5009.0
37.256786,-121.91517,19673398,San Jose,4216 Camden Ave,95124,singleFamily,2.0,4.0,1841.0,1957.0,7080.0,forSale,1799000,977.0,1819400.0,5077.0
37.316227,-121.79442,19804241,San Jose,2855 Weyers Ct,95148,townhome,2.0,4.0,1320.0,1979.0,,forSale,899000,681.0,912500.0,4037.0
37.371166,-121.8822,124745284,San Jose,1356 Neleigh Pl,95131,townhome,3.0,3.0,1671.0,2014.0,632.0,forSale,1198000,717.0,,
37.386944,-121.89769,300482312,San Jose,1337 Araujo St,95131,singleFamily,4.0,4.0,1952.0,2019.0,1707.0,forSale,1648888,845.0,1629100.0,4774.0
37.2867,-121.84303,19739193,San Jose,340 Kenbrook Cir,95111,condo,2.0,3.0,1094.0,1987.0,,forSale,640000,585.0,635200.0,3521.0
37.360634,-121.892845,19559425,San Jose,1025 N 12th St,95112,singleFamily,2.0,4.0,1040.0,1920.0,2520.0,forSale,950000,913.0,934000.0,4031.0
37.42115,-121.85981,19486654,San Jose,3659 Madrid Ct,95132,singleFamily,2.0,3.0,1372.0,1970.0,6400.0,forSale,1578000,1150.0,1574500.0,4044.0
37.38173,-121.88374,19560247,San Jose,1441 Rocklin Ct,95131,condo,1.0,2.0,896.0,1984.0,907.0,forSale,668888,747.0,663800.0,2767.0
37.237965,-121.91589,19747740,San Jose,1769 Gilda Way,95124,singleFamily,2.0,3.0,1433.0,1959.0,8820.0,forSale,1998000,1394.0,,
37.350395,-121.82474,19727899,San Jose,2747 Sussex Dr,95127,singleFamily,2.0,4.0,1453.0,1955.0,5130.0,forSale,899000,619.0,893200.0,4269.0
37.317154,-121.95905,19608197,San Jose,565 Marge Way,95117,singleFamily,2.0,4.0,1500.0,1955.0,0.30938934802571166,forSale,1870000,1247.0,1868500.0,5314.0
37.226254,-121.80536,19824362,San Jose,6460 Standridge Ct,95123,singleFamily,3.0,4.0,2386.0,1975.0,6900.0,forSale,1825000,765.0,1792600.0,4942.0
37.22823,-121.86781,19834968,San Jose,1108 Holly Oak Cir,95120,townhome,2.0,2.0,1299.0,1975.0,2344.0,forSale,1095000,843.0,1074400.0,3644.0
37.36513,-121.80046,19785316,San Jose,1245 Fleming Ave,95127,singleFamily,2.0,3.0,1601.0,1952.0,0.45999999999999996,forSale,1299000,811.0,,4097.0
37.264996,-121.79792,19809191,San Jose,493 Crosslees Dr,95111,singleFamily,4.0,5.0,1987.0,1978.0,5995.0,forSale,1425000,717.0,1405500.0,5029.0
37.400517,-121.92256,19489494,San Jose,425 Navaro Way Unit 108,95134,townhome,3.0,3.0,1637.0,1991.0,,forSale,1299988,794.0,1276900.0,4547.0
37.30717,-121.78249,19805823,San Jose,3874 Forester Ct,95121,singleFamily,3.0,5.0,1967.0,1965.0,8954.0,forSale,1899000,965.0,1886200.0,4814.0
37.31496,-121.894684,19577971,San Jose,462 Coe Ave,95125,singleFamily,2.0,3.0,1663.0,1950.0,5400.0,forSale,2300000,1383.0,2230400.0,5063.0
37.241737,-121.86546,19831949,San Jose,2348 La Terrace Cir,95123,condo,2.0,2.0,1138.0,1985.0,,forSale,699888,615.0,695500.0,3406.0
37.315777,-121.93595,19584485,San Jose,2357 Sunny Vista Dr,95128,singleFamily,3.0,4.0,2576.0,1950.0,6283.0,forSale,2498000,970.0,,6191.0
37.29702,-121.832275,19739159,San Jose,734 Overland Way,95111,singleFamily,2.0,5.0,1698.0,1961.0,7971.48,forSale,1199000,706.0,1174400.0,4336.0
37.256344,-121.8283,59683974,San Jose,297 Tradewinds Dr APT 105,95123,condo,2.0,3.0,1466.0,2000.0,435.6,forSale,809999,553.0,829300.0,3963.0
37.295998,-121.89334,19685583,San Jose,1127 Norval Way,95125,singleFamily,3.0,5.0,3110.0,1930.0,6250.0,forSale,3500000,1125.0,3380300.0,7064.0
37.268368,-121.92024,153369846,San Jose,2915 Ross Ave,95124,multiFamily,2.0,4.0,1660.0,1962.0,6890.0,forSale,1599950,964.0,1589000.0,3764.0
37.28125,-121.86345,459729077,San Jose,121 Mountain Springs Dr #121,95136,manufactured,2.0,2.0,1800.0,,,forSale,241000,134.0,,
37.318855,-121.98062,19603177,San Jose,4415 Norwalk Dr APT 3,95129,condo,3.0,3.0,1374.0,1970.0,,forSale,828000,603.0,850300.0,3875.0
37.31951,-121.855705,19717540,San Jose,1714 Bevin Brook Dr,95112,townhome,3.0,3.0,1201.0,1993.0,641.0,forSale,699000,582.0,694400.0,3763.0
37.377773,-121.79691,243210313,San Jose,10060 Bon Vista Ct,95127,land,,,,,0.49000000000000005,forSale,450000,,,3413.0
37.235817,-121.80741,19824078,San Jose,313 Oakberry Way,95123,singleFamily,2.0,4.0,1612.0,1973.0,8820.0,forSale,1649000,1023.0,1621900.0,4362.0
37.27706,-121.8577,19706775,San Jose,3315 Skyward Pl,95136,townhome,2.0,2.0,1285.0,1997.0,,forSale,800000,623.0,795200.0,3268.0
37.24636,-121.80627,459957351,San Jose,5663-5665 Beswick Dr,95123,singleFamily,3.0,5.0,2110.0,1969.0,6324.0,forSale,1550000,735.0,1521900.0,3149.0
37.278343,-121.83065,19733199,San Jose,149 Senter Rd,95111,singleFamily,3.0,4.0,1741.0,1959.0,5000.0,forSale,1199000,689.0,1176900.0,4488.0
37.259678,-121.877266,455229994,San Jose,1131 Luchessi Dr,95118,multiFamily,4.0,7.0,2346.0,1982.0,9054.0,forSale,1700000,725.0,,3619.0
37.301594,-121.96387,19603915,San Jose,3594 Sunnymead Ct,95117,singleFamily,3.0,5.0,2649.0,1980.0,10283.0,forSale,2948000,1113.0,2880900.0,6451.0
37.31788,-121.95397,2064304022,San Jose,549 Yale Way,95117,townhome,3.0,3.0,1661.0,2022.0,,forSale,1260000,759.0,1256700.0,4784.0
37.3125,-121.951195,69302524,San Jose,801 S Winchester Blvd APT 2401,95128,condo,1.0,1.0,692.0,2005.0,,forSale,575000,831.0,567600.0,2465.0
37.372467,-121.85418,19571522,San Jose,2344 Pacheco Dr,95133,singleFamily,2.0,3.0,1152.0,1974.0,6050.0,forSale,1228000,1066.0,1215900.0,4161.0
37.372986,-121.84991,325806077,San Jose,2420 Kita Ln,95133,townhome,3.0,3.0,1571.0,2019.0,,forSale,999995,637.0,994000.0,3925.0
37.236633,-121.85311,246246662,San Jose,Rolling Glen Ct,95123,land,0.0,,,,0.368,forSale,1079000,,,2755.0
37.284527,-121.851166,325806201,San Jose,157 Llano De Los Robles Ave #4,95136,townhome,4.0,4.0,1995.0,2020.0,832.0,forSale,1188000,595.0,,
37.34043,-121.88583,460404470,San Jose,E Saint John St,95112,multiFamily,5.0,6.0,3976.0,1906.0,2970.0,forSale,1499999,377.0,1449600.0,3377.0
37.386944,-121.89769,250936017,San Jose,1015 Abruzzo Ln Unit 1,95131,condo,4.0,4.0,1847.0,2018.0,,forSale,1199000,649.0,1191900.0,4933.0
37.297436,-121.75628,19798998,San Jose,5277 Cribari Cor,95135,condo,2.0,2.0,1223.0,1969.0,,forSale,439000,359.0,437300.0,3038.0
37.232758,-121.849495,153528018,San Jose,6218 Glendora Ct,95123,singleFamily,4.0,4.0,3097.0,2025.0,0.3210055096418733,forSale,3000000,969.0,2936200.0,6663.0
37.259254,-121.879906,82954194,San Jose,4970 Cherry Ave Unit 211,95118,condo,2.0,2.0,975.0,1979.0,0.0,forSale,588000,603.0,595400.0,2979.0
37.383446,-121.860016,19573480,San Jose,1055 N Capitol Ave APT 167,95133,condo,2.0,2.0,832.0,1981.0,,forSale,560000,673.0,557100.0,2713.0
37.3289,-121.79884,19732392,San Jose,2808 Quest Ct,95148,townhome,3.0,3.0,1197.0,1999.0,1367.0,forSale,1050000,877.0,1043500.0,3574.0
37.247536,-121.87862,153444109,San Jose,5653 Via Monte Dr,95118,multiFamily,4.0,8.0,3364.0,1963.0,8614.0,forSale,1700000,505.0,1670900.0,2717.0
37.396233,-121.905266,2111179170,San Jose,2151 Oakland Rd Spc 298,95131,manufactured,2.0,3.0,1344.0,,,forSale,309999,231.0,307500.0,3158.0
37.291687,-121.831795,19735998,San Jose,563 Groth Pl,95111,condo,1.0,2.0,762.0,1982.0,790.0,forSale,509888,669.0,501100.0,2468.0
37.329063,-121.87846,2111443070,San Jose,621 S 6th St,95112,singleFamily,4.0,15.0,3323.0,1905.0,5125.0,forSale,1488000,448.0,1448800.0,2302.0
37.313423,-121.889824,19684488,San Jose,1050 Villa Maria Ct,95125,townhome,3.0,2.0,1353.0,1983.0,,forSale,950000,702.0,935100.0,3485.0
37.248528,-121.93043,19676219,San Jose,4844 Lakebird Pl,95124,condo,2.0,2.0,1212.0,1984.0,,forSale,799888,660.0,,
37.378513,-121.86466,19571618,San Jose,2083 Bluejacket Way,95133,singleFamily,3.0,4.0,2124.0,1976.0,6000.0,forSale,1809900,852.0,1785500.0,4633.0
37.227192,-121.79574,19838135,San Jose,304 Curie Dr,95119,singleFamily,4.0,5.0,2948.0,2026.0,9527.0,forSale,2498000,847.0,2459000.0,6669.0
37.395176,-121.90529,2090563767,San Jose,2151 Oakland Rd Space 229,95131,manufactured,2.0,4.0,1440.0,1972.0,,forSale,375000,260.0,372500.0,3487.0
37.30147,-121.87997,325806385,San Jose,1853 Almaden Rd APT 202,95125,condo,2.0,2.0,1067.0,2024.0,,forSale,719800,675.0,715000.0,3094.0
37.307655,-121.93321,19590451,San Jose,1023 Delna Manor Ln,95128,condo,2.0,2.0,1020.0,1975.0,871.2,forSale,595000,583.0,,
37.250847,-121.94208,19678071,San Jose,2323 Samaritan Dr APT 4,95124,condo,1.0,2.0,798.0,1973.0,,forSale,579000,726.0,572200.0,2965.0
37.349487,-121.8965,19568555,San Jose,651 N 4th St,95112,townhome,2.0,2.0,979.0,1980.0,,forSale,678000,693.0,668700.0,3274.0
37.354088,-121.81371,19785627,San Jose,10311 Ryan St,95127,singleFamily,2.0,4.0,1150.0,1955.0,5318.676,forSale,996000,866.0,975400.0,4256.0
37.23034,-121.822754,112090182,San Jose,536 Curie Dr,95123,singleFamily,2.0,4.0,1933.0,1968.0,7956.0,forSale,1899000,982.0,1865100.0,5031.0
37.349236,-121.859055,19718254,San Jose,1539 E San Fernando St,95116,singleFamily,3.0,3.0,1527.0,1910.0,5480.0,forSale,1164000,762.0,1155800.0,4236.0
37.340294,-121.89104,19709567,San Jose,97 E Saint James St APT 26,95112,condo,1.0,1.0,885.0,1986.0,,forSale,470000,531.0,462400.0,2536.0
37.33153,-121.838196,19725045,San Jose,1648 June Ave,95122,singleFamily,2.0,3.0,1121.0,1959.0,5400.0,forSale,975000,870.0,984400.0,3812.0
37.361713,-121.83956,69300738,San Jose,102 Monte Verano Ct,95116,condo,2.0,2.0,902.0,1988.0,,forSale,508000,563.0,,
37.24875,-121.93016,19676215,San Jose,4836 Lakebird Pl,95124,townhome,2.0,2.0,1212.0,1984.0,,forSale,1180000,974.0,1156300.0,3803.0
37.285603,-121.85389,334416525,San Jose,298 Agustin Narvaez St #6,95136,townhome,4.0,4.0,2024.0,2020.0,1880.0,forSale,1295000,640.0,1282100.0,4823.0
37.373997,-121.82466,19781139,San Jose,86 N Claremont Ave,95127,singleFamily,4.0,4.0,1803.0,1946.0,5989.0,forSale,1410000,782.0,1379400.0,4166.0
37.40395,-121.92307,19489168,San Jose,415 Camille Cir Unit 16,95134,townhome,3.0,3.0,2061.0,1991.0,1162.0,forSale,1548888,752.0,1517400.0,4836.0
37.340115,-121.89607,325806089,San Jose,166 Nexus Loop,95110,townhome,3.0,2.0,1332.0,2019.0,,forSale,918888,690.0,908100.0,3856.0
37.29645,-121.84277,153423530,San Jose,411 Lewis Rd Spc 440,95111,manufactured,2.0,2.0,1040.0,1980.0,,forSale,199900,192.0,,2734.0
37.28261,-121.98729,19660454,San Jose,12763 Lantana Ave,95130,singleFamily,5.0,5.0,3839.0,2026.0,10296.0,forSale,4695000,1223.0,,
37.414925,-121.86766,19485671,San Jose,2085 Ashwood Ln,95132,singleFamily,2.0,3.0,1300.0,1964.0,6099.0,forSale,1280000,985.0,1284200.0,4096.0
37.388863,-121.83489,19778414,San Jose,3425 San Pablo Ave,95127,singleFamily,2.0,4.0,1698.0,1954.0,4992.0,forSale,1349000,794.0,1344500.0,4500.0
37.259056,-121.879814,82950707,San Jose,4970 Cherry Ave #203,95118,condo,1.0,1.0,675.0,1979.0,,forSale,518000,767.0,510200.0,2341.0
37.28978,-121.75877,19799786,San Jose,3128 Lake Trasimeno Dr,95135,condo,2.0,2.0,1679.0,1985.0,,forSale,1150000,685.0,1125600.0,3522.0
37.355244,-121.8293,19723427,San Jose,10311 Dover Way,95127,singleFamily,1.0,3.0,1060.0,1952.0,5227.2,forSale,949888,896.0,926600.0,3821.0
37.373222,-121.875595,19560399,San Jose,1712 Heavenly Bamboo Ct,95131,singleFamily,3.0,3.0,1478.0,1985.0,3120.0,forSale,1275000,863.0,1258500.0,3912.0
37.3635,-121.817406,19783200,San Jose,10314 Chrisland Ct,95127,singleFamily,1.0,3.0,992.0,1951.0,9906.0,forSale,929888,937.0,920000.0,3411.0
37.31255,-121.99475,19650977,San Jose,821 Raintree Dr,95129,singleFamily,2.0,3.0,1653.0,1964.0,6510.0,forSale,2598000,1572.0,,
37.31507,-121.77511,122248655,San Jose,3035 Ruby Ave,95135,townhome,3.0,3.0,1862.0,2013.0,,forSale,1550000,832.0,1527300.0,4215.0
37.344406,-121.90059,19574273,San Jose,539 Quailbrook Ct,95110,condo,2.0,2.0,1019.0,1991.0,8208.0,forSale,778000,763.0,762800.0,3633.0
37.31585,-121.939384,79842475,San Jose,633 Teatree Ct,95128,condo,2.0,2.0,922.0,1988.0,1013.0,forSale,659000,715.0,656400.0,3191.0
37.379917,-121.86905,19566213,San Jose,1136 Ribisi Cir,95131,townhome,2.0,4.0,1320.0,1971.0,1540.0,forSale,930000,705.0,923100.0,3878.0
37.33452,-121.88745,89475704,San Jose,88 E San Fernando St Unit 1403,95113,condo,3.0,2.0,1347.0,2008.0,,forSale,795888,591.0,778900.0,4016.0
37.35707,-121.88383,19567489,San Jose,805 E Taylor St,95112,singleFamily,2.0,3.0,1644.0,1951.0,6250.0,forSale,1398888,851.0,1369100.0,4127.0
37.321953,-121.948,82957256,San Jose,333 Santana Row APT 224,95128,condo,3.0,3.0,1708.0,2002.0,1708.0,forSale,1749950,1025.0,1717500.0,5586.0
37.339897,-121.894356,64914989,San Jose,46 W Julian St Unit 518,95110,condo,2.0,2.0,1647.0,2004.0,,forSale,899000,546.0,879800.0,3849.0
37.255875,-121.82808,19827176,San Jose,305 Tradewinds Dr APT 7,95123,condo,2.0,2.0,992.0,1970.0,,forSale,549000,553.0,542900.0,2842.0
